CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031408520934026NH0F;29/10/2022;6;0,013;R
ES0031408520934026NH0F;29/10/2022;7;0,012;R
ES0031408520934026NH0F;29/10/2022;8;0,054;R
ES0031408520934026NH0F;29/10/2022;9;0,067;R
ES0031408520934026NH0F;29/10/2022;10;0,279;R
ES0031408520934026NH0F;29/10/2022;11;0,035;R
ES0031408520934026NH0F;29/10/2022;12;0,056;R
ES0031408520934026NH0F;29/10/2022;13;0,031;R
ES0031408520934026NH0F;29/10/2022;14;0,051;R
ES0031408520934026NH0F;29/10/2022;15;0,029;R
ES0031408520934026NH0F;29/10/2022;16;0,408;R
ES0031408520934026NH0F;29/10/2022;17;0,481;R
ES0031408520934026NH0F;29/10/2022;18;0,065;R
ES0031408520934026NH0F;29/10/2022;19;0,084;R
ES0031408520934026NH0F;29/10/2022;20;0,051;R
ES0031408520934026NH0F;29/10/2022;21;0,047;R
ES0031408520934026NH0F;29/10/2022;22;0,035;R
ES0031408520934026NH0F;29/10/2022;23;0,161;R
ES0031408520934026NH0F;29/10/2022;24;0,077;R
ES0031408520934026NH0F;30/10/2022;1;0,010;R
ES0031408520934026NH0F;30/10/2022;2;0,026;R
ES0031408520934026NH0F;30/10/2022;3;0,027;R
ES0031408520934026NH0F;30/10/2022;4;0,025;R
ES0031408520934026NH0F;30/10/2022;5;0,011;R
ES0031408520934026NH0F;30/10/2022;6;0,011;R
ES0031408520934026NH0F;30/10/2022;7;0,011;R
ES0031408520934026NH0F;30/10/2022;8;0,011;R
ES0031408520934026NH0F;30/10/2022;9;0,055;R
ES0031408520934026NH0F;30/10/2022;10;0,065;R
ES0031408520934026NH0F;30/10/2022;11;0,303;R
ES0031408520934026NH0F;30/10/2022;12;0,052;R
ES0031408520934026NH0F;30/10/2022;13;0,044;R
ES0031408520934026NH0F;30/10/2022;14;0,047;R
ES0031408520934026NH0F;30/10/2022;15;0,084;R
ES0031408520934026NH0F;30/10/2022;16;0,077;R
ES0031408520934026NH0F;30/10/2022;17;0,059;R
ES0031408520934026NH0F;30/10/2022;18;0,052;R
ES0031408520934026NH0F;30/10/2022;19;0,029;R
ES0031408520934026NH0F;30/10/2022;20;0,064;R
ES0031408520934026NH0F;30/10/2022;21;0,062;R
ES0031408520934026NH0F;30/10/2022;22;0,088;R
ES0031408520934026NH0F;30/10/2022;23;0,174;R
ES0031408520934026NH0F;30/10/2022;24;0,089;R
ES0031408520934026NH0F;30/10/2022;25;0,059;R
ES0031408520934026NH0F;31/10/2022;1;0,020;R
ES0031408520934026NH0F;31/10/2022;2;0,014;R
ES0031408520934026NH0F;31/10/2022;3;0,036;R
ES0031408520934026NH0F;31/10/2022;4;0,034;R
ES0031408520934026NH0F;31/10/2022;5;0,017;R
ES0031408520934026NH0F;31/10/2022;6;0,011;R
ES0031408520934026NH0F;31/10/2022;7;0,012;R
ES0031408520934026NH0F;31/10/2022;8;0,053;R
ES0031408520934026NH0F;31/10/2022;9;0,053;R
ES0031408520934026NH0F;31/10/2022;10;0,051;R
ES0031408520934026NH0F;31/10/2022;11;0,070;R
ES0031408520934026NH0F;31/10/2022;12;0,061;R
ES0031408520934026NH0F;31/10/2022;13;0,037;R
ES0031408520934026NH0F;31/10/2022;14;0,066;R
ES0031408520934026NH0F;31/10/2022;15;0,096;R
ES0031408520934026NH0F;31/10/2022;16;0,091;R
ES0031408520934026NH0F;31/10/2022;17;0,022;R
ES0031408520934026NH0F;31/10/2022;18;0,019;R
ES0031408520934026NH0F;31/10/2022;19;0,034;R
ES0031408520934026NH0F;31/10/2022;20;0,020;R
ES0031408520934026NH0F;31/10/2022;21;0,076;R
ES0031408520934026NH0F;31/10/2022;22;0,088;R
ES0031408520934026NH0F;31/10/2022;23;0,118;R
ES0031408520934026NH0F;31/10/2022;24;0,073;R
ES0031408520934026NH0F;01/11/2022;1;0,030;R
ES0031408520934026NH0F;01/11/2022;2;0,032;R
ES0031408520934026NH0F;01/11/2022;3;0,017;R
ES0031408520934026NH0F;01/11/2022;4;0,013;R
ES0031408520934026NH0F;01/11/2022;5;0,012;R
ES0031408520934026NH0F;01/11/2022;6;0,012;R
ES0031408520934026NH0F;01/11/2022;7;0,012;R
ES0031408520934026NH0F;01/11/2022;8;0,053;R
ES0031408520934026NH0F;01/11/2022;9;0,055;R
ES0031408520934026NH0F;01/11/2022;10;0,052;R
ES0031408520934026NH0F;01/11/2022;11;0,067;R
ES0031408520934026NH0F;01/11/2022;12;0,058;R
ES0031408520934026NH0F;01/11/2022;13;0,039;R
ES0031408520934026NH0F;01/11/2022;14;0,044;R
ES0031408520934026NH0F;01/11/2022;15;0,083;R
ES0031408520934026NH0F;01/11/2022;16;0,176;R
ES0031408520934026NH0F;01/11/2022;17;0,618;R
ES0031408520934026NH0F;01/11/2022;18;0,034;R
ES0031408520934026NH0F;01/11/2022;19;0,764;R
ES0031408520934026NH0F;01/11/2022;20;0,397;R
ES0031408520934026NH0F;01/11/2022;21;0,069;R
ES0031408520934026NH0F;01/11/2022;22;0,089;R
ES0031408520934026NH0F;01/11/2022;23;0,110;R
ES0031408520934026NH0F;01/11/2022;24;0,090;R
ES0031408520934026NH0F;02/11/2022;1;0,037;R
ES0031408520934026NH0F;02/11/2022;2;0,020;R
ES0031408520934026NH0F;02/11/2022;3;0,013;R
ES0031408520934026NH0F;02/11/2022;4;0,012;R
ES0031408520934026NH0F;02/11/2022;5;0,025;R
ES0031408520934026NH0F;02/11/2022;6;0,049;R
ES0031408520934026NH0F;02/11/2022;7;0,038;R
ES0031408520934026NH0F;02/11/2022;8;0,052;R
ES0031408520934026NH0F;02/11/2022;9;0,059;R
ES0031408520934026NH0F;02/11/2022;10;0,081;R
ES0031408520934026NH0F;02/11/2022;11;0,053;R
ES0031408520934026NH0F;02/11/2022;12;0,036;R
ES0031408520934026NH0F;02/11/2022;13;0,048;R
ES0031408520934026NH0F;02/11/2022;14;0,035;R
ES0031408520934026NH0F;02/11/2022;15;0,076;R
ES0031408520934026NH0F;02/11/2022;16;0,031;R
ES0031408520934026NH0F;02/11/2022;17;0,011;R
ES0031408520934026NH0F;02/11/2022;18;0,012;R
ES0031408520934026NH0F;02/11/2022;19;0,011;R
ES0031408520934026NH0F;02/11/2022;20;0,013;R
ES0031408520934026NH0F;02/11/2022;21;0,065;R
ES0031408520934026NH0F;02/11/2022;22;0,087;R
ES0031408520934026NH0F;02/11/2022;23;0,130;R
ES0031408520934026NH0F;02/11/2022;24;0,114;R
ES0031408520934026NH0F;03/11/2022;1;0,064;R
ES0031408520934026NH0F;03/11/2022;2;0,012;R
ES0031408520934026NH0F;03/11/2022;3;0,012;R
ES0031408520934026NH0F;03/11/2022;4;0,011;R
ES0031408520934026NH0F;03/11/2022;5;0,011;R
ES0031408520934026NH0F;03/11/2022;6;0,012;R
ES0031408520934026NH0F;03/11/2022;7;0,011;R
ES0031408520934026NH0F;03/11/2022;8;0,053;R
ES0031408520934026NH0F;03/11/2022;9;0,062;R
ES0031408520934026NH0F;03/11/2022;10;0,090;R
ES0031408520934026NH0F;03/11/2022;11;0,061;R
ES0031408520934026NH0F;03/11/2022;12;0,034;R
ES0031408520934026NH0F;03/11/2022;13;0,054;R
ES0031408520934026NH0F;03/11/2022;14;0,031;R
ES0031408520934026NH0F;03/11/2022;15;0,082;R
ES0031408520934026NH0F;03/11/2022;16;0,041;R
ES0031408520934026NH0F;03/11/2022;17;0,012;R
ES0031408520934026NH0F;03/11/2022;18;0,011;R
ES0031408520934026NH0F;03/11/2022;19;0,012;R
ES0031408520934026NH0F;03/11/2022;20;0,013;R
ES0031408520934026NH0F;03/11/2022;21;0,067;R
ES0031408520934026NH0F;03/11/2022;22;0,197;R
ES0031408520934026NH0F;03/11/2022;23;0,088;R
ES0031408520934026NH0F;03/11/2022;24;0,061;R
ES0031408520934026NH0F;04/11/2022;1;0,011;R
ES0031408520934026NH0F;04/11/2022;2;0,018;R
ES0031408520934026NH0F;04/11/2022;3;0,023;R
ES0031408520934026NH0F;04/11/2022;4;0,011;R
ES0031408520934026NH0F;04/11/2022;5;0,011;R
ES0031408520934026NH0F;04/11/2022;6;0,011;R
ES0031408520934026NH0F;04/11/2022;7;0,012;R
ES0031408520934026NH0F;04/11/2022;8;0,052;R
ES0031408520934026NH0F;04/11/2022;9;0,053;R
ES0031408520934026NH0F;04/11/2022;10;0,079;R
ES0031408520934026NH0F;04/11/2022;11;0,055;R
ES0031408520934026NH0F;04/11/2022;12;0,035;R
ES0031408520934026NH0F;04/11/2022;13;0,048;R
ES0031408520934026NH0F;04/11/2022;14;0,030;R
ES0031408520934026NH0F;04/11/2022;15;0,064;R
ES0031408520934026NH0F;04/11/2022;16;0,042;R
ES0031408520934026NH0F;04/11/2022;17;0,011;R
ES0031408520934026NH0F;04/11/2022;18;0,011;R
ES0031408520934026NH0F;04/11/2022;19;0,011;R
ES0031408520934026NH0F;04/11/2022;20;0,013;R
ES0031408520934026NH0F;04/11/2022;21;0,086;R
ES0031408520934026NH0F;04/11/2022;22;0,082;R
ES0031408520934026NH0F;04/11/2022;23;0,096;R
ES0031408520934026NH0F;04/11/2022;24;0,108;R
ES0031408520934026NH0F;05/11/2022;1;0,046;R
ES0031408520934026NH0F;05/11/2022;2;0,022;R
ES0031408520934026NH0F;05/11/2022;3;0,011;R
ES0031408520934026NH0F;05/11/2022;4;0,015;R
ES0031408520934026NH0F;05/11/2022;5;0,014;R
ES0031408520934026NH0F;05/11/2022;6;0,012;R
ES0031408520934026NH0F;05/11/2022;7;0,011;R
ES0031408520934026NH0F;05/11/2022;8;0,052;R
ES0031408520934026NH0F;05/11/2022;9;0,048;R
ES0031408520934026NH0F;05/11/2022;10;0,049;R
ES0031408520934026NH0F;05/11/2022;11;0,292;R
ES0031408520934026NH0F;05/11/2022;12;0,063;R
ES0031408520934026NH0F;05/11/2022;13;0,046;R
ES0031408520934026NH0F;05/11/2022;14;0,039;R
ES0031408520934026NH0F;05/11/2022;15;0,061;R
ES0031408520934026NH0F;05/11/2022;16;0,069;R
ES0031408520934026NH0F;05/11/2022;17;0,040;R
ES0031408520934026NH0F;05/11/2022;18;0,053;R
ES0031408520934026NH0F;05/11/2022;19;0,076;R
ES0031408520934026NH0F;05/11/2022;20;0,088;R
ES0031408520934026NH0F;05/11/2022;21;0,048;R
ES0031408520934026NH0F;05/11/2022;22;0,344;R
ES0031408520934026NH0F;05/11/2022;23;0,287;R
ES0031408520934026NH0F;05/11/2022;24;0,111;R
ES0031408520934026NH0F;06/11/2022;1;0,077;R
ES0031408520934026NH0F;06/11/2022;2;0,112;R
ES0031408520934026NH0F;06/11/2022;3;0,052;R
ES0031408520934026NH0F;06/11/2022;4;0,041;R
ES0031408520934026NH0F;06/11/2022;5;0,027;R
ES0031408520934026NH0F;06/11/2022;6;0,032;R
ES0031408520934026NH0F;06/11/2022;7;0,034;R
ES0031408520934026NH0F;06/11/2022;8;0,025;R
ES0031408520934026NH0F;06/11/2022;9;0,037;R
ES0031408520934026NH0F;06/11/2022;10;0,041;R
ES0031408520934026NH0F;06/11/2022;11;0,038;R
ES0031408520934026NH0F;06/11/2022;12;0,041;R
ES0031408520934026NH0F;06/11/2022;13;0,047;R
ES0031408520934026NH0F;06/11/2022;14;0,033;R
ES0031408520934026NH0F;06/11/2022;15;0,049;R
ES0031408520934026NH0F;06/11/2022;16;0,051;R
ES0031408520934026NH0F;06/11/2022;17;0,055;R
ES0031408520934026NH0F;06/11/2022;18;0,028;R
ES0031408520934026NH0F;06/11/2022;19;0,042;R
ES0031408520934026NH0F;06/11/2022;20;0,087;R
ES0031408520934026NH0F;06/11/2022;21;0,087;R
ES0031408520934026NH0F;06/11/2022;22;0,074;R
ES0031408520934026NH0F;06/11/2022;23;0,093;R
ES0031408520934026NH0F;06/11/2022;24;1,001;R
ES0031408520934026NH0F;07/11/2022;1;0,122;R
ES0031408520934026NH0F;07/11/2022;2;0,051;R
ES0031408520934026NH0F;07/11/2022;3;0,018;R
ES0031408520934026NH0F;07/11/2022;4;0,013;R
ES0031408520934026NH0F;07/11/2022;5;0,015;R
ES0031408520934026NH0F;07/11/2022;6;0,015;R
ES0031408520934026NH0F;07/11/2022;7;0,012;R
ES0031408520934026NH0F;07/11/2022;8;0,053;R
ES0031408520934026NH0F;07/11/2022;9;0,040;R
ES0031408520934026NH0F;07/11/2022;10;0,052;R
ES0031408520934026NH0F;07/11/2022;11;0,066;R
ES0031408520934026NH0F;07/11/2022;12;0,048;R
ES0031408520934026NH0F;07/11/2022;13;0,038;R
ES0031408520934026NH0F;07/11/2022;14;0,028;R
ES0031408520934026NH0F;07/11/2022;15;0,075;R
ES0031408520934026NH0F;07/11/2022;16;0,047;R
ES0031408520934026NH0F;07/11/2022;17;0,012;R
ES0031408520934026NH0F;07/11/2022;18;0,012;R
ES0031408520934026NH0F;07/11/2022;19;0,011;R
ES0031408520934026NH0F;07/11/2022;20;0,014;R
ES0031408520934026NH0F;07/11/2022;21;0,063;R
ES0031408520934026NH0F;07/11/2022;22;0,081;R
ES0031408520934026NH0F;07/11/2022;23;0,088;R
ES0031408520934026NH0F;07/11/2022;24;0,857;R
ES0031408520934026NH0F;08/11/2022;1;0,013;R
ES0031408520934026NH0F;08/11/2022;2;0,079;R
ES0031408520934026NH0F;08/11/2022;3;0,024;R
ES0031408520934026NH0F;08/11/2022;4;0,014;R
ES0031408520934026NH0F;08/11/2022;5;0,013;R
ES0031408520934026NH0F;08/11/2022;6;0,012;R
ES0031408520934026NH0F;08/11/2022;7;0,013;R
ES0031408520934026NH0F;08/11/2022;8;0,053;R
ES0031408520934026NH0F;08/11/2022;9;0,076;R
ES0031408520934026NH0F;08/11/2022;10;0,047;R
ES0031408520934026NH0F;08/11/2022;11;0,037;R
ES0031408520934026NH0F;08/11/2022;12;0,037;R
ES0031408520934026NH0F;08/11/2022;13;0,038;R
ES0031408520934026NH0F;08/11/2022;14;0,029;R
ES0031408520934026NH0F;08/11/2022;15;0,344;R
ES0031408520934026NH0F;08/11/2022;16;0,043;R
ES0031408520934026NH0F;08/11/2022;17;0,006;R
ES0031408520934026NH0F;08/11/2022;18;0,000;R
ES0031408520934026NH0F;08/11/2022;19;0,000;R
ES0031408520934026NH0F;08/11/2022;20;0,000;R
ES0031408520934026NH0F;08/11/2022;21;0,015;R
ES0031408520934026NH0F;08/11/2022;22;0,108;R
ES0031408520934026NH0F;08/11/2022;23;0,095;R
ES0031408520934026NH0F;08/11/2022;24;0,035;R
ES0031408520934026NH0F;09/11/2022;1;0,089;R
ES0031408520934026NH0F;09/11/2022;2;0,036;R
ES0031408520934026NH0F;09/11/2022;3;0,044;R
ES0031408520934026NH0F;09/11/2022;4;0,027;R
ES0031408520934026NH0F;09/11/2022;5;0,042;R
ES0031408520934026NH0F;09/11/2022;6;0,032;R
ES0031408520934026NH0F;09/11/2022;7;0,026;R
ES0031408520934026NH0F;09/11/2022;8;0,039;R
ES0031408520934026NH0F;09/11/2022;9;0,028;R
ES0031408520934026NH0F;09/11/2022;10;0,048;R
ES0031408520934026NH0F;09/11/2022;11;0,039;R
ES0031408520934026NH0F;09/11/2022;12;0,025;R
ES0031408520934026NH0F;09/11/2022;13;0,027;R
ES0031408520934026NH0F;09/11/2022;14;0,037;R
ES0031408520934026NH0F;09/11/2022;15;0,061;R
ES0031408520934026NH0F;09/11/2022;16;0,051;R
ES0031408520934026NH0F;09/11/2022;17;0,030;R
ES0031408520934026NH0F;09/11/2022;18;0,025;R
ES0031408520934026NH0F;09/11/2022;19;0,036;R
ES0031408520934026NH0F;09/11/2022;20;0,026;R
ES0031408520934026NH0F;09/11/2022;21;0,027;R
ES0031408520934026NH0F;09/11/2022;22;0,144;R
ES0031408520934026NH0F;09/11/2022;23;0,077;R
ES0031408520934026NH0F;09/11/2022;24;0,057;R
ES0031408520934026NH0F;10/11/2022;1;0,038;R
ES0031408520934026NH0F;10/11/2022;2;0,046;R
ES0031408520934026NH0F;10/11/2022;3;0,025;R
ES0031408520934026NH0F;10/11/2022;4;0,036;R
ES0031408520934026NH0F;10/11/2022;5;0,029;R
ES0031408520934026NH0F;10/11/2022;6;0,025;R
ES0031408520934026NH0F;10/11/2022;7;0,026;R
ES0031408520934026NH0F;10/11/2022;8;0,030;R
ES0031408520934026NH0F;10/11/2022;9;0,036;R
ES0031408520934026NH0F;10/11/2022;10;0,052;R
ES0031408520934026NH0F;10/11/2022;11;0,030;R
ES0031408520934026NH0F;10/11/2022;12;0,039;R
ES0031408520934026NH0F;10/11/2022;13;0,027;R
ES0031408520934026NH0F;10/11/2022;14;0,043;R
ES0031408520934026NH0F;10/11/2022;15;0,075;R
ES0031408520934026NH0F;10/11/2022;16;0,063;R
ES0031408520934026NH0F;10/11/2022;17;0,028;R
ES0031408520934026NH0F;10/11/2022;18;0,039;R
ES0031408520934026NH0F;10/11/2022;19;0,025;R
ES0031408520934026NH0F;10/11/2022;20;0,039;R
ES0031408520934026NH0F;10/11/2022;21;0,028;R
ES0031408520934026NH0F;10/11/2022;22;0,087;R
ES0031408520934026NH0F;10/11/2022;23;0,082;R
ES0031408520934026NH0F;10/11/2022;24;0,063;R
ES0031408520934026NH0F;11/11/2022;1;0,025;R
ES0031408520934026NH0F;11/11/2022;2;0,073;R
ES0031408520934026NH0F;11/11/2022;3;0,064;R
ES0031408520934026NH0F;11/11/2022;4;0,032;R
ES0031408520934026NH0F;11/11/2022;5;0,034;R
ES0031408520934026NH0F;11/11/2022;6;0,035;R
ES0031408520934026NH0F;11/11/2022;7;0,025;R
ES0031408520934026NH0F;11/11/2022;8;0,028;R
ES0031408520934026NH0F;11/11/2022;9;0,042;R
ES0031408520934026NH0F;11/11/2022;10;0,027;R
ES0031408520934026NH0F;11/11/2022;11;0,039;R
ES0031408520934026NH0F;11/11/2022;12;0,075;R
ES0031408520934026NH0F;11/11/2022;13;0,024;R
ES0031408520934026NH0F;11/11/2022;14;0,025;R
ES0031408520934026NH0F;11/11/2022;15;0,089;R
ES0031408520934026NH0F;11/11/2022;16;0,043;R
ES0031408520934026NH0F;11/11/2022;17;0,039;R
ES0031408520934026NH0F;11/11/2022;18;0,025;R
ES0031408520934026NH0F;11/11/2022;19;0,025;R
ES0031408520934026NH0F;11/11/2022;20;0,039;R
ES0031408520934026NH0F;11/11/2022;21;0,130;R
ES0031408520934026NH0F;11/11/2022;22;0,105;R
ES0031408520934026NH0F;11/11/2022;23;0,083;R
ES0031408520934026NH0F;11/11/2022;24;0,045;R
ES0031408520934026NH0F;12/11/2022;1;0,084;R
ES0031408520934026NH0F;12/11/2022;2;0,032;R
ES0031408520934026NH0F;12/11/2022;3;0,026;R
ES0031408520934026NH0F;12/11/2022;4;0,038;R
ES0031408520934026NH0F;12/11/2022;5;0,025;R
ES0031408520934026NH0F;12/11/2022;6;0,033;R
ES0031408520934026NH0F;12/11/2022;7;0,031;R
ES0031408520934026NH0F;12/11/2022;8;0,025;R
ES0031408520934026NH0F;12/11/2022;9;0,053;R
ES0031408520934026NH0F;12/11/2022;10;0,048;R
ES0031408520934026NH0F;12/11/2022;11;0,027;R
ES0031408520934026NH0F;12/11/2022;12;0,038;R
ES0031408520934026NH0F;12/11/2022;13;0,032;R
ES0031408520934026NH0F;12/11/2022;14;0,025;R
ES0031408520934026NH0F;12/11/2022;15;0,077;R
ES0031408520934026NH0F;12/11/2022;16;0,750;R
ES0031408520934026NH0F;12/11/2022;17;0,068;R
ES0031408520934026NH0F;12/11/2022;18;0,068;R
ES0031408520934026NH0F;12/11/2022;19;0,075;R
ES0031408520934026NH0F;12/11/2022;20;0,068;R
ES0031408520934026NH0F;12/11/2022;21;0,624;R
ES0031408520934026NH0F;12/11/2022;22;0,112;R
ES0031408520934026NH0F;12/11/2022;23;0,102;R
ES0031408520934026NH0F;12/11/2022;24;0,095;R
ES0031408520934026NH0F;13/11/2022;1;0,120;R
ES0031408520934026NH0F;13/11/2022;2;0,048;R
ES0031408520934026NH0F;13/11/2022;3;0,040;R
ES0031408520934026NH0F;13/11/2022;4;0,025;R
ES0031408520934026NH0F;13/11/2022;5;0,039;R
ES0031408520934026NH0F;13/11/2022;6;0,025;R
ES0031408520934026NH0F;13/11/2022;7;0,038;R
ES0031408520934026NH0F;13/11/2022;8;0,025;R
ES0031408520934026NH0F;13/11/2022;9;0,036;R
ES0031408520934026NH0F;13/11/2022;10;0,089;R
ES0031408520934026NH0F;13/11/2022;11;0,042;R
ES0031408520934026NH0F;13/11/2022;12;0,030;R
ES0031408520934026NH0F;13/11/2022;13;0,032;R
ES0031408520934026NH0F;13/11/2022;14;0,064;R
ES0031408520934026NH0F;13/11/2022;15;0,060;R
ES0031408520934026NH0F;13/11/2022;16;0,073;R
ES0031408520934026NH0F;13/11/2022;17;0,043;R
ES0031408520934026NH0F;13/11/2022;18;0,061;R
ES0031408520934026NH0F;13/11/2022;19;0,067;R
ES0031408520934026NH0F;13/11/2022;20;0,043;R
ES0031408520934026NH0F;13/11/2022;21;0,032;R
ES0031408520934026NH0F;13/11/2022;22;0,064;R
ES0031408520934026NH0F;13/11/2022;23;0,193;R
ES0031408520934026NH0F;13/11/2022;24;0,073;R
ES0031408520934026NH0F;14/11/2022;1;0,081;R
ES0031408520934026NH0F;14/11/2022;2;0,080;R
ES0031408520934026NH0F;14/11/2022;3;0,046;R
ES0031408520934026NH0F;14/11/2022;4;0,014;R
ES0031408520934026NH0F;14/11/2022;5;0,012;R
ES0031408520934026NH0F;14/11/2022;6;0,011;R
ES0031408520934026NH0F;14/11/2022;7;0,012;R
ES0031408520934026NH0F;14/11/2022;8;0,012;R
ES0031408520934026NH0F;14/11/2022;9;0,054;R
ES0031408520934026NH0F;14/11/2022;10;0,065;R
ES0031408520934026NH0F;14/11/2022;11;0,050;R
ES0031408520934026NH0F;14/11/2022;12;0,031;R
ES0031408520934026NH0F;14/11/2022;13;0,047;R
ES0031408520934026NH0F;14/11/2022;14;0,028;R
ES0031408520934026NH0F;14/11/2022;15;0,071;R
ES0031408520934026NH0F;14/11/2022;16;0,050;R
ES0031408520934026NH0F;14/11/2022;17;0,027;R
ES0031408520934026NH0F;14/11/2022;18;0,035;R
ES0031408520934026NH0F;14/11/2022;19;0,033;R
ES0031408520934026NH0F;14/11/2022;20;0,026;R
ES0031408520934026NH0F;14/11/2022;21;0,049;R
ES0031408520934026NH0F;14/11/2022;22;0,330;R
ES0031408520934026NH0F;14/11/2022;23;0,109;R
ES0031408520934026NH0F;14/11/2022;24;0,052;R
ES0031408520934026NH0F;15/11/2022;1;0,025;R
ES0031408520934026NH0F;15/11/2022;2;0,033;R
ES0031408520934026NH0F;15/11/2022;3;0,033;R
ES0031408520934026NH0F;15/11/2022;4;0,025;R
ES0031408520934026NH0F;15/11/2022;5;0,025;R
ES0031408520934026NH0F;15/11/2022;6;0,037;R
ES0031408520934026NH0F;15/11/2022;7;0,028;R
ES0031408520934026NH0F;15/11/2022;8;0,026;R
ES0031408520934026NH0F;15/11/2022;9;0,030;R
ES0031408520934026NH0F;15/11/2022;10;0,065;R
ES0031408520934026NH0F;15/11/2022;11;0,024;R
ES0031408520934026NH0F;15/11/2022;12;0,025;R
ES0031408520934026NH0F;15/11/2022;13;0,038;R
ES0031408520934026NH0F;15/11/2022;14;0,027;R
ES0031408520934026NH0F;15/11/2022;15;0,087;R
ES0031408520934026NH0F;15/11/2022;16;0,018;R
ES0031408520934026NH0F;15/11/2022;17;0,010;R
ES0031408520934026NH0F;15/11/2022;18;0,011;R
ES0031408520934026NH0F;15/11/2022;19;0,011;R
ES0031408520934026NH0F;15/11/2022;20;0,011;R
ES0031408520934026NH0F;15/11/2022;21;0,015;R
ES0031408520934026NH0F;15/11/2022;22;0,118;R
ES0031408520934026NH0F;15/11/2022;23;0,092;R
ES0031408520934026NH0F;15/11/2022;24;0,011;R
ES0031408520934026NH0F;16/11/2022;1;0,011;R
ES0031408520934026NH0F;16/11/2022;2;0,089;R
ES0031408520934026NH0F;16/11/2022;3;0,100;R
ES0031408520934026NH0F;16/11/2022;4;0,015;R
ES0031408520934026NH0F;16/11/2022;5;0,010;R
ES0031408520934026NH0F;16/11/2022;6;0,011;R
ES0031408520934026NH0F;16/11/2022;7;0,018;R
ES0031408520934026NH0F;16/11/2022;8;0,012;R
ES0031408520934026NH0F;16/11/2022;9;0,013;R
ES0031408520934026NH0F;16/11/2022;10;0,018;R
ES0031408520934026NH0F;16/11/2022;11;0,090;R
ES0031408520934026NH0F;16/11/2022;12;0,052;R
ES0031408520934026NH0F;16/11/2022;13;0,050;R
ES0031408520934026NH0F;16/11/2022;14;0,033;R
ES0031408520934026NH0F;16/11/2022;15;0,095;R
ES0031408520934026NH0F;16/11/2022;16;0,022;R
ES0031408520934026NH0F;16/11/2022;17;0,011;R
ES0031408520934026NH0F;16/11/2022;18;0,011;R
ES0031408520934026NH0F;16/11/2022;19;0,011;R
ES0031408520934026NH0F;16/11/2022;20;0,011;R
ES0031408520934026NH0F;16/11/2022;21;0,064;R
ES0031408520934026NH0F;16/11/2022;22;0,264;R
ES0031408520934026NH0F;16/11/2022;23;0,131;R
ES0031408520934026NH0F;16/11/2022;24;0,036;R
