CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031408520934026NH0F;08/10/2022;12;0,032;R
ES0031408520934026NH0F;08/10/2022;13;0,049;R
ES0031408520934026NH0F;08/10/2022;14;0,031;R
ES0031408520934026NH0F;08/10/2022;15;0,217;R
ES0031408520934026NH0F;08/10/2022;16;0,054;R
ES0031408520934026NH0F;08/10/2022;17;0,026;R
ES0031408520934026NH0F;08/10/2022;18;0,040;R
ES0031408520934026NH0F;08/10/2022;19;0,148;R
ES0031408520934026NH0F;08/10/2022;20;0,067;R
ES0031408520934026NH0F;08/10/2022;21;0,061;R
ES0031408520934026NH0F;08/10/2022;22;0,149;R
ES0031408520934026NH0F;08/10/2022;23;0,094;R
ES0031408520934026NH0F;08/10/2022;24;0,073;R
ES0031408520934026NH0F;09/10/2022;1;0,074;R
ES0031408520934026NH0F;09/10/2022;2;0,027;R
ES0031408520934026NH0F;09/10/2022;3;0,043;R
ES0031408520934026NH0F;09/10/2022;4;0,026;R
ES0031408520934026NH0F;09/10/2022;5;0,032;R
ES0031408520934026NH0F;09/10/2022;6;0,041;R
ES0031408520934026NH0F;09/10/2022;7;0,022;R
ES0031408520934026NH0F;09/10/2022;8;0,025;R
ES0031408520934026NH0F;09/10/2022;9;0,036;R
ES0031408520934026NH0F;09/10/2022;10;0,022;R
ES0031408520934026NH0F;09/10/2022;11;0,031;R
ES0031408520934026NH0F;09/10/2022;12;0,054;R
ES0031408520934026NH0F;09/10/2022;13;0,031;R
ES0031408520934026NH0F;09/10/2022;14;0,051;R
ES0031408520934026NH0F;09/10/2022;15;0,072;R
ES0031408520934026NH0F;09/10/2022;16;0,046;R
ES0031408520934026NH0F;09/10/2022;17;0,048;R
ES0031408520934026NH0F;09/10/2022;18;0,035;R
ES0031408520934026NH0F;09/10/2022;19;0,064;R
ES0031408520934026NH0F;09/10/2022;20;0,064;R
ES0031408520934026NH0F;09/10/2022;21;0,051;R
ES0031408520934026NH0F;09/10/2022;22;0,060;R
ES0031408520934026NH0F;09/10/2022;23;0,072;R
ES0031408520934026NH0F;09/10/2022;24;0,096;R
ES0031408520934026NH0F;10/10/2022;1;0,076;R
ES0031408520934026NH0F;10/10/2022;2;0,044;R
ES0031408520934026NH0F;10/10/2022;3;0,040;R
ES0031408520934026NH0F;10/10/2022;4;0,025;R
ES0031408520934026NH0F;10/10/2022;5;0,036;R
ES0031408520934026NH0F;10/10/2022;6;0,027;R
ES0031408520934026NH0F;10/10/2022;7;0,026;R
ES0031408520934026NH0F;10/10/2022;8;0,036;R
ES0031408520934026NH0F;10/10/2022;9;0,024;R
ES0031408520934026NH0F;10/10/2022;10;0,059;R
ES0031408520934026NH0F;10/10/2022;11;0,034;R
ES0031408520934026NH0F;10/10/2022;12;0,031;R
ES0031408520934026NH0F;10/10/2022;13;0,498;R
ES0031408520934026NH0F;10/10/2022;14;0,039;R
ES0031408520934026NH0F;10/10/2022;15;0,041;R
ES0031408520934026NH0F;10/10/2022;16;0,050;R
ES0031408520934026NH0F;10/10/2022;17;0,042;R
ES0031408520934026NH0F;10/10/2022;18;0,031;R
ES0031408520934026NH0F;10/10/2022;19;0,036;R
ES0031408520934026NH0F;10/10/2022;20;0,040;R
ES0031408520934026NH0F;10/10/2022;21;0,034;R
ES0031408520934026NH0F;10/10/2022;22;0,141;R
ES0031408520934026NH0F;10/10/2022;23;0,107;R
ES0031408520934026NH0F;10/10/2022;24;0,071;R
ES0031408520934026NH0F;11/10/2022;1;0,075;R
ES0031408520934026NH0F;11/10/2022;2;0,076;R
ES0031408520934026NH0F;11/10/2022;3;0,048;R
ES0031408520934026NH0F;11/10/2022;4;0,043;R
ES0031408520934026NH0F;11/10/2022;5;0,033;R
ES0031408520934026NH0F;11/10/2022;6;0,034;R
ES0031408520934026NH0F;11/10/2022;7;0,031;R
ES0031408520934026NH0F;11/10/2022;8;0,027;R
ES0031408520934026NH0F;11/10/2022;9;0,035;R
ES0031408520934026NH0F;11/10/2022;10;0,027;R
ES0031408520934026NH0F;11/10/2022;11;0,037;R
ES0031408520934026NH0F;11/10/2022;12;0,055;R
ES0031408520934026NH0F;11/10/2022;13;0,049;R
ES0031408520934026NH0F;11/10/2022;14;0,088;R
ES0031408520934026NH0F;11/10/2022;15;0,055;R
ES0031408520934026NH0F;11/10/2022;16;0,035;R
ES0031408520934026NH0F;11/10/2022;17;0,040;R
ES0031408520934026NH0F;11/10/2022;18;0,023;R
ES0031408520934026NH0F;11/10/2022;19;0,041;R
ES0031408520934026NH0F;11/10/2022;20;0,026;R
ES0031408520934026NH0F;11/10/2022;21;0,043;R
ES0031408520934026NH0F;11/10/2022;22;0,151;R
ES0031408520934026NH0F;11/10/2022;23;0,087;R
ES0031408520934026NH0F;11/10/2022;24;0,129;R
ES0031408520934026NH0F;12/10/2022;1;0,085;R
ES0031408520934026NH0F;12/10/2022;2;0,081;R
ES0031408520934026NH0F;12/10/2022;3;0,035;R
ES0031408520934026NH0F;12/10/2022;4;0,041;R
ES0031408520934026NH0F;12/10/2022;5;0,024;R
ES0031408520934026NH0F;12/10/2022;6;0,036;R
ES0031408520934026NH0F;12/10/2022;7;0,027;R
ES0031408520934026NH0F;12/10/2022;8;0,027;R
ES0031408520934026NH0F;12/10/2022;9;0,036;R
ES0031408520934026NH0F;12/10/2022;10;0,030;R
ES0031408520934026NH0F;12/10/2022;11;0,079;R
ES0031408520934026NH0F;12/10/2022;12;0,046;R
ES0031408520934026NH0F;12/10/2022;13;0,049;R
ES0031408520934026NH0F;12/10/2022;14;0,041;R
ES0031408520934026NH0F;12/10/2022;15;0,079;R
ES0031408520934026NH0F;12/10/2022;16;0,029;R
ES0031408520934026NH0F;12/10/2022;17;0,062;R
ES0031408520934026NH0F;12/10/2022;18;0,052;R
ES0031408520934026NH0F;12/10/2022;19;0,053;R
ES0031408520934026NH0F;12/10/2022;20;0,036;R
ES0031408520934026NH0F;12/10/2022;21;0,054;R
ES0031408520934026NH0F;12/10/2022;22;0,051;R
ES0031408520934026NH0F;12/10/2022;23;0,074;R
ES0031408520934026NH0F;12/10/2022;24;0,088;R
ES0031408520934026NH0F;13/10/2022;1;0,070;R
ES0031408520934026NH0F;13/10/2022;2;0,077;R
ES0031408520934026NH0F;13/10/2022;3;0,038;R
ES0031408520934026NH0F;13/10/2022;4;0,037;R
ES0031408520934026NH0F;13/10/2022;5;0,026;R
ES0031408520934026NH0F;13/10/2022;6;0,027;R
ES0031408520934026NH0F;13/10/2022;7;0,035;R
ES0031408520934026NH0F;13/10/2022;8;0,023;R
ES0031408520934026NH0F;13/10/2022;9;0,037;R
ES0031408520934026NH0F;13/10/2022;10;0,029;R
ES0031408520934026NH0F;13/10/2022;11;0,065;R
ES0031408520934026NH0F;13/10/2022;12;0,030;R
ES0031408520934026NH0F;13/10/2022;13;0,113;R
ES0031408520934026NH0F;13/10/2022;14;0,071;R
ES0031408520934026NH0F;13/10/2022;15;0,031;R
ES0031408520934026NH0F;13/10/2022;16;0,039;R
ES0031408520934026NH0F;13/10/2022;17;0,023;R
ES0031408520934026NH0F;13/10/2022;18;0,040;R
ES0031408520934026NH0F;13/10/2022;19;0,025;R
ES0031408520934026NH0F;13/10/2022;20;0,026;R
ES0031408520934026NH0F;13/10/2022;21;0,042;R
ES0031408520934026NH0F;13/10/2022;22;0,042;R
ES0031408520934026NH0F;13/10/2022;23;0,061;R
ES0031408520934026NH0F;13/10/2022;24;0,094;R
ES0031408520934026NH0F;14/10/2022;1;0,071;R
ES0031408520934026NH0F;14/10/2022;2;0,045;R
ES0031408520934026NH0F;14/10/2022;3;0,034;R
ES0031408520934026NH0F;14/10/2022;4;0,041;R
ES0031408520934026NH0F;14/10/2022;5;0,024;R
ES0031408520934026NH0F;14/10/2022;6;0,032;R
ES0031408520934026NH0F;14/10/2022;7;0,031;R
ES0031408520934026NH0F;14/10/2022;8;0,023;R
ES0031408520934026NH0F;14/10/2022;9;0,034;R
ES0031408520934026NH0F;14/10/2022;10;0,030;R
ES0031408520934026NH0F;14/10/2022;11;0,050;R
ES0031408520934026NH0F;14/10/2022;12;0,038;R
ES0031408520934026NH0F;14/10/2022;13;0,023;R
ES0031408520934026NH0F;14/10/2022;14;0,074;R
ES0031408520934026NH0F;14/10/2022;15;0,044;R
ES0031408520934026NH0F;14/10/2022;16;0,046;R
ES0031408520934026NH0F;14/10/2022;17;0,035;R
ES0031408520934026NH0F;14/10/2022;18;0,028;R
ES0031408520934026NH0F;14/10/2022;19;0,039;R
ES0031408520934026NH0F;14/10/2022;20;0,026;R
ES0031408520934026NH0F;14/10/2022;21;0,048;R
ES0031408520934026NH0F;14/10/2022;22;0,161;R
ES0031408520934026NH0F;14/10/2022;23;0,088;R
ES0031408520934026NH0F;14/10/2022;24;0,059;R
ES0031408520934026NH0F;15/10/2022;1;0,048;R
ES0031408520934026NH0F;15/10/2022;2;0,039;R
ES0031408520934026NH0F;15/10/2022;3;0,029;R
ES0031408520934026NH0F;15/10/2022;4;0,031;R
ES0031408520934026NH0F;15/10/2022;5;0,032;R
ES0031408520934026NH0F;15/10/2022;6;0,023;R
ES0031408520934026NH0F;15/10/2022;7;0,040;R
ES0031408520934026NH0F;15/10/2022;8;0,023;R
ES0031408520934026NH0F;15/10/2022;9;0,036;R
ES0031408520934026NH0F;15/10/2022;10;0,026;R
ES0031408520934026NH0F;15/10/2022;11;0,057;R
ES0031408520934026NH0F;15/10/2022;12;0,037;R
ES0031408520934026NH0F;15/10/2022;13;0,041;R
ES0031408520934026NH0F;15/10/2022;14;0,025;R
ES0031408520934026NH0F;15/10/2022;15;0,087;R
ES0031408520934026NH0F;15/10/2022;16;0,042;R
ES0031408520934026NH0F;15/10/2022;17;0,104;R
ES0031408520934026NH0F;15/10/2022;18;0,042;R
ES0031408520934026NH0F;15/10/2022;19;0,024;R
ES0031408520934026NH0F;15/10/2022;20;0,070;R
ES0031408520934026NH0F;15/10/2022;21;0,073;R
ES0031408520934026NH0F;15/10/2022;22;0,187;R
ES0031408520934026NH0F;15/10/2022;23;0,103;R
ES0031408520934026NH0F;15/10/2022;24;0,091;R
ES0031408520934026NH0F;16/10/2022;1;0,066;R
ES0031408520934026NH0F;16/10/2022;2;0,029;R
ES0031408520934026NH0F;16/10/2022;3;0,043;R
ES0031408520934026NH0F;16/10/2022;4;0,024;R
ES0031408520934026NH0F;16/10/2022;5;0,039;R
ES0031408520934026NH0F;16/10/2022;6;0,023;R
ES0031408520934026NH0F;16/10/2022;7;0,039;R
ES0031408520934026NH0F;16/10/2022;8;0,023;R
ES0031408520934026NH0F;16/10/2022;9;0,038;R
ES0031408520934026NH0F;16/10/2022;10;0,049;R
ES0031408520934026NH0F;16/10/2022;11;0,045;R
ES0031408520934026NH0F;16/10/2022;12;0,024;R
ES0031408520934026NH0F;16/10/2022;13;0,063;R
ES0031408520934026NH0F;16/10/2022;14;0,024;R
ES0031408520934026NH0F;16/10/2022;15;0,068;R
ES0031408520934026NH0F;16/10/2022;16;0,075;R
ES0031408520934026NH0F;16/10/2022;17;0,035;R
ES0031408520934026NH0F;16/10/2022;18;0,059;R
ES0031408520934026NH0F;16/10/2022;19;0,026;R
ES0031408520934026NH0F;16/10/2022;20;0,039;R
ES0031408520934026NH0F;16/10/2022;21;0,036;R
ES0031408520934026NH0F;16/10/2022;22;0,299;R
ES0031408520934026NH0F;16/10/2022;23;0,088;R
ES0031408520934026NH0F;16/10/2022;24;0,070;R
ES0031408520934026NH0F;17/10/2022;1;0,048;R
ES0031408520934026NH0F;17/10/2022;2;0,033;R
ES0031408520934026NH0F;17/10/2022;3;0,030;R
ES0031408520934026NH0F;17/10/2022;4;0,034;R
ES0031408520934026NH0F;17/10/2022;5;0,029;R
ES0031408520934026NH0F;17/10/2022;6;0,032;R
ES0031408520934026NH0F;17/10/2022;7;0,029;R
ES0031408520934026NH0F;17/10/2022;8;0,027;R
ES0031408520934026NH0F;17/10/2022;9;0,031;R
ES0031408520934026NH0F;17/10/2022;10;0,031;R
ES0031408520934026NH0F;17/10/2022;11;0,069;R
ES0031408520934026NH0F;17/10/2022;12;0,039;R
ES0031408520934026NH0F;17/10/2022;13;0,039;R
ES0031408520934026NH0F;17/10/2022;14;0,059;R
ES0031408520934026NH0F;17/10/2022;15;0,038;R
ES0031408520934026NH0F;17/10/2022;16;0,039;R
ES0031408520934026NH0F;17/10/2022;17;0,023;R
ES0031408520934026NH0F;17/10/2022;18;0,039;R
ES0031408520934026NH0F;17/10/2022;19;0,025;R
ES0031408520934026NH0F;17/10/2022;20;0,039;R
ES0031408520934026NH0F;17/10/2022;21;0,046;R
ES0031408520934026NH0F;17/10/2022;22;0,130;R
ES0031408520934026NH0F;17/10/2022;23;0,110;R
ES0031408520934026NH0F;17/10/2022;24;0,053;R
ES0031408520934026NH0F;18/10/2022;1;0,019;R
ES0031408520934026NH0F;18/10/2022;2;0,008;R
ES0031408520934026NH0F;18/10/2022;3;0,007;R
ES0031408520934026NH0F;18/10/2022;4;0,007;R
ES0031408520934026NH0F;18/10/2022;5;0,007;R
ES0031408520934026NH0F;18/10/2022;6;0,008;R
ES0031408520934026NH0F;18/10/2022;7;0,010;R
ES0031408520934026NH0F;18/10/2022;8;0,016;R
ES0031408520934026NH0F;18/10/2022;9;0,071;R
ES0031408520934026NH0F;18/10/2022;10;0,055;R
ES0031408520934026NH0F;18/10/2022;11;0,060;R
ES0031408520934026NH0F;18/10/2022;12;0,051;R
ES0031408520934026NH0F;18/10/2022;13;0,028;R
ES0031408520934026NH0F;18/10/2022;14;0,043;R
ES0031408520934026NH0F;18/10/2022;15;0,056;R
ES0031408520934026NH0F;18/10/2022;16;0,035;R
ES0031408520934026NH0F;18/10/2022;17;0,042;R
ES0031408520934026NH0F;18/10/2022;18;0,026;R
ES0031408520934026NH0F;18/10/2022;19;0,040;R
ES0031408520934026NH0F;18/10/2022;20;0,030;R
ES0031408520934026NH0F;18/10/2022;21;0,043;R
ES0031408520934026NH0F;18/10/2022;22;0,097;R
ES0031408520934026NH0F;18/10/2022;23;0,066;R
ES0031408520934026NH0F;18/10/2022;24;0,056;R
ES0031408520934026NH0F;19/10/2022;1;0,012;R
ES0031408520934026NH0F;19/10/2022;2;0,008;R
ES0031408520934026NH0F;19/10/2022;3;0,008;R
ES0031408520934026NH0F;19/10/2022;4;0,007;R
ES0031408520934026NH0F;19/10/2022;5;0,008;R
ES0031408520934026NH0F;19/10/2022;6;0,007;R
ES0031408520934026NH0F;19/10/2022;7;0,008;R
ES0031408520934026NH0F;19/10/2022;8;0,052;R
ES0031408520934026NH0F;19/10/2022;9;0,063;R
ES0031408520934026NH0F;19/10/2022;10;0,187;R
ES0031408520934026NH0F;19/10/2022;11;0,058;R
ES0031408520934026NH0F;19/10/2022;12;0,039;R
ES0031408520934026NH0F;19/10/2022;13;0,049;R
ES0031408520934026NH0F;19/10/2022;14;0,486;R
ES0031408520934026NH0F;19/10/2022;15;0,057;R
ES0031408520934026NH0F;19/10/2022;16;0,051;R
ES0031408520934026NH0F;19/10/2022;17;0,008;R
ES0031408520934026NH0F;19/10/2022;18;0,007;R
ES0031408520934026NH0F;19/10/2022;19;0,007;R
ES0031408520934026NH0F;19/10/2022;20;0,009;R
ES0031408520934026NH0F;19/10/2022;21;0,090;R
ES0031408520934026NH0F;19/10/2022;22;0,108;R
ES0031408520934026NH0F;19/10/2022;23;0,103;R
ES0031408520934026NH0F;19/10/2022;24;0,084;R
ES0031408520934026NH0F;20/10/2022;1;0,010;R
ES0031408520934026NH0F;20/10/2022;2;0,007;R
ES0031408520934026NH0F;20/10/2022;3;0,007;R
ES0031408520934026NH0F;20/10/2022;4;0,008;R
ES0031408520934026NH0F;20/10/2022;5;0,007;R
ES0031408520934026NH0F;20/10/2022;6;0,008;R
ES0031408520934026NH0F;20/10/2022;7;0,008;R
ES0031408520934026NH0F;20/10/2022;8;0,050;R
ES0031408520934026NH0F;20/10/2022;9;0,109;R
ES0031408520934026NH0F;20/10/2022;10;0,060;R
ES0031408520934026NH0F;20/10/2022;11;0,042;R
ES0031408520934026NH0F;20/10/2022;12;0,040;R
ES0031408520934026NH0F;20/10/2022;13;0,047;R
ES0031408520934026NH0F;20/10/2022;14;0,034;R
ES0031408520934026NH0F;20/10/2022;15;0,041;R
ES0031408520934026NH0F;20/10/2022;16;0,097;R
ES0031408520934026NH0F;20/10/2022;17;0,012;R
ES0031408520934026NH0F;20/10/2022;18;0,007;R
ES0031408520934026NH0F;20/10/2022;19;0,011;R
ES0031408520934026NH0F;20/10/2022;20;0,078;R
ES0031408520934026NH0F;20/10/2022;21;0,067;R
ES0031408520934026NH0F;20/10/2022;22;0,090;R
ES0031408520934026NH0F;20/10/2022;23;0,120;R
ES0031408520934026NH0F;20/10/2022;24;0,118;R
ES0031408520934026NH0F;21/10/2022;1;0,060;R
ES0031408520934026NH0F;21/10/2022;2;0,040;R
ES0031408520934026NH0F;21/10/2022;3;0,007;R
ES0031408520934026NH0F;21/10/2022;4;0,008;R
ES0031408520934026NH0F;21/10/2022;5;0,008;R
ES0031408520934026NH0F;21/10/2022;6;0,011;R
ES0031408520934026NH0F;21/10/2022;7;0,010;R
ES0031408520934026NH0F;21/10/2022;8;0,050;R
ES0031408520934026NH0F;21/10/2022;9;0,062;R
ES0031408520934026NH0F;21/10/2022;10;0,060;R
ES0031408520934026NH0F;21/10/2022;11;0,060;R
ES0031408520934026NH0F;21/10/2022;12;0,037;R
ES0031408520934026NH0F;21/10/2022;13;0,047;R
ES0031408520934026NH0F;21/10/2022;14;0,044;R
ES0031408520934026NH0F;21/10/2022;15;0,066;R
ES0031408520934026NH0F;21/10/2022;16;0,051;R
ES0031408520934026NH0F;21/10/2022;17;0,007;R
ES0031408520934026NH0F;21/10/2022;18;0,007;R
ES0031408520934026NH0F;21/10/2022;19;0,008;R
ES0031408520934026NH0F;21/10/2022;20;0,009;R
ES0031408520934026NH0F;21/10/2022;21;0,072;R
ES0031408520934026NH0F;21/10/2022;22;0,117;R
ES0031408520934026NH0F;21/10/2022;23;0,108;R
ES0031408520934026NH0F;21/10/2022;24;0,082;R
ES0031408520934026NH0F;22/10/2022;1;0,039;R
ES0031408520934026NH0F;22/10/2022;2;0,018;R
ES0031408520934026NH0F;22/10/2022;3;0,007;R
ES0031408520934026NH0F;22/10/2022;4;0,007;R
ES0031408520934026NH0F;22/10/2022;5;0,008;R
ES0031408520934026NH0F;22/10/2022;6;0,007;R
ES0031408520934026NH0F;22/10/2022;7;0,007;R
ES0031408520934026NH0F;22/10/2022;8;0,051;R
ES0031408520934026NH0F;22/10/2022;9;0,060;R
ES0031408520934026NH0F;22/10/2022;10;0,036;R
ES0031408520934026NH0F;22/10/2022;11;0,069;R
ES0031408520934026NH0F;22/10/2022;12;0,193;R
ES0031408520934026NH0F;22/10/2022;13;0,036;R
ES0031408520934026NH0F;22/10/2022;14;0,043;R
ES0031408520934026NH0F;22/10/2022;15;0,065;R
ES0031408520934026NH0F;22/10/2022;16;0,067;R
ES0031408520934026NH0F;22/10/2022;17;0,047;R
ES0031408520934026NH0F;22/10/2022;18;0,057;R
ES0031408520934026NH0F;22/10/2022;19;0,039;R
ES0031408520934026NH0F;22/10/2022;20;0,033;R
ES0031408520934026NH0F;22/10/2022;21;0,040;R
ES0031408520934026NH0F;22/10/2022;22;0,073;R
ES0031408520934026NH0F;22/10/2022;23;0,087;R
ES0031408520934026NH0F;22/10/2022;24;0,055;R
ES0031408520934026NH0F;23/10/2022;1;0,028;R
ES0031408520934026NH0F;23/10/2022;2;0,048;R
ES0031408520934026NH0F;23/10/2022;3;0,047;R
ES0031408520934026NH0F;23/10/2022;4;0,029;R
ES0031408520934026NH0F;23/10/2022;5;0,008;R
ES0031408520934026NH0F;23/10/2022;6;0,008;R
ES0031408520934026NH0F;23/10/2022;7;0,007;R
ES0031408520934026NH0F;23/10/2022;8;0,051;R
ES0031408520934026NH0F;23/10/2022;9;0,057;R
ES0031408520934026NH0F;23/10/2022;10;0,033;R
ES0031408520934026NH0F;23/10/2022;11;0,052;R
ES0031408520934026NH0F;23/10/2022;12;0,062;R
ES0031408520934026NH0F;23/10/2022;13;0,034;R
ES0031408520934026NH0F;23/10/2022;14;0,045;R
ES0031408520934026NH0F;23/10/2022;15;0,025;R
ES0031408520934026NH0F;23/10/2022;16;0,060;R
ES0031408520934026NH0F;23/10/2022;17;0,030;R
ES0031408520934026NH0F;23/10/2022;18;0,044;R
ES0031408520934026NH0F;23/10/2022;19;0,025;R
ES0031408520934026NH0F;23/10/2022;20;0,044;R
ES0031408520934026NH0F;23/10/2022;21;0,070;R
ES0031408520934026NH0F;23/10/2022;22;0,181;R
ES0031408520934026NH0F;23/10/2022;23;0,083;R
ES0031408520934026NH0F;23/10/2022;24;0,074;R
ES0031408520934026NH0F;24/10/2022;1;0,041;R
ES0031408520934026NH0F;24/10/2022;2;0,009;R
ES0031408520934026NH0F;24/10/2022;3;0,007;R
ES0031408520934026NH0F;24/10/2022;4;0,007;R
ES0031408520934026NH0F;24/10/2022;5;0,007;R
ES0031408520934026NH0F;24/10/2022;6;0,008;R
ES0031408520934026NH0F;24/10/2022;7;0,007;R
ES0031408520934026NH0F;24/10/2022;8;0,051;R
ES0031408520934026NH0F;24/10/2022;9;0,063;R
ES0031408520934026NH0F;24/10/2022;10;0,072;R
ES0031408520934026NH0F;24/10/2022;11;0,067;R
ES0031408520934026NH0F;24/10/2022;12;0,049;R
ES0031408520934026NH0F;24/10/2022;13;0,026;R
ES0031408520934026NH0F;24/10/2022;14;0,042;R
ES0031408520934026NH0F;24/10/2022;15;0,059;R
ES0031408520934026NH0F;24/10/2022;16;0,051;R
ES0031408520934026NH0F;24/10/2022;17;0,007;R
ES0031408520934026NH0F;24/10/2022;18;0,008;R
ES0031408520934026NH0F;24/10/2022;19;0,007;R
ES0031408520934026NH0F;24/10/2022;20;0,009;R
ES0031408520934026NH0F;24/10/2022;21;0,058;R
ES0031408520934026NH0F;24/10/2022;22;0,332;R
ES0031408520934026NH0F;24/10/2022;23;0,112;R
ES0031408520934026NH0F;24/10/2022;24;0,082;R
ES0031408520934026NH0F;25/10/2022;1;0,051;R
ES0031408520934026NH0F;25/10/2022;2;0,027;R
ES0031408520934026NH0F;25/10/2022;3;0,010;R
ES0031408520934026NH0F;25/10/2022;4;0,008;R
ES0031408520934026NH0F;25/10/2022;5;0,007;R
ES0031408520934026NH0F;25/10/2022;6;0,008;R
ES0031408520934026NH0F;25/10/2022;7;0,009;R
ES0031408520934026NH0F;25/10/2022;8;0,053;R
ES0031408520934026NH0F;25/10/2022;9;0,058;R
ES0031408520934026NH0F;25/10/2022;10;0,055;R
ES0031408520934026NH0F;25/10/2022;11;0,273;R
ES0031408520934026NH0F;25/10/2022;12;0,045;R
ES0031408520934026NH0F;25/10/2022;13;0,037;R
ES0031408520934026NH0F;25/10/2022;14;0,058;R
ES0031408520934026NH0F;25/10/2022;15;0,039;R
ES0031408520934026NH0F;25/10/2022;16;0,032;R
ES0031408520934026NH0F;25/10/2022;17;0,008;R
ES0031408520934026NH0F;25/10/2022;18;0,007;R
ES0031408520934026NH0F;25/10/2022;19;0,007;R
ES0031408520934026NH0F;25/10/2022;20;0,009;R
ES0031408520934026NH0F;25/10/2022;21;0,057;R
ES0031408520934026NH0F;25/10/2022;22;0,107;R
ES0031408520934026NH0F;25/10/2022;23;0,218;R
ES0031408520934026NH0F;25/10/2022;24;0,072;R
ES0031408520934026NH0F;26/10/2022;1;0,026;R
ES0031408520934026NH0F;26/10/2022;2;0,030;R
ES0031408520934026NH0F;26/10/2022;3;0,019;R
ES0031408520934026NH0F;26/10/2022;4;0,010;R
ES0031408520934026NH0F;26/10/2022;5;0,008;R
ES0031408520934026NH0F;26/10/2022;6;0,007;R
ES0031408520934026NH0F;26/10/2022;7;0,008;R
ES0031408520934026NH0F;26/10/2022;8;0,050;R
ES0031408520934026NH0F;26/10/2022;9;0,063;R
ES0031408520934026NH0F;26/10/2022;10;0,083;R
ES0031408520934026NH0F;26/10/2022;11;0,034;R
ES0031408520934026NH0F;26/10/2022;12;0,048;R
ES0031408520934026NH0F;26/10/2022;13;0,027;R
ES0031408520934026NH0F;26/10/2022;14;0,043;R
ES0031408520934026NH0F;26/10/2022;15;0,049;R
ES0031408520934026NH0F;26/10/2022;16;0,042;R
ES0031408520934026NH0F;26/10/2022;17;0,007;R
ES0031408520934026NH0F;26/10/2022;18;0,007;R
ES0031408520934026NH0F;26/10/2022;19;0,007;R
ES0031408520934026NH0F;26/10/2022;20;0,009;R
ES0031408520934026NH0F;26/10/2022;21;0,057;R
ES0031408520934026NH0F;26/10/2022;22;0,048;R
ES0031408520934026NH0F;26/10/2022;23;0,163;R
ES0031408520934026NH0F;26/10/2022;24;0,053;R
ES0031408520934026NH0F;27/10/2022;1;0,008;R
ES0031408520934026NH0F;27/10/2022;2;0,011;R
ES0031408520934026NH0F;27/10/2022;3;0,031;R
ES0031408520934026NH0F;27/10/2022;4;0,024;R
ES0031408520934026NH0F;27/10/2022;5;0,013;R
ES0031408520934026NH0F;27/10/2022;6;0,018;R
ES0031408520934026NH0F;27/10/2022;7;0,010;R
ES0031408520934026NH0F;27/10/2022;8;0,051;R
ES0031408520934026NH0F;27/10/2022;9;0,058;R
ES0031408520934026NH0F;27/10/2022;10;0,041;R
ES0031408520934026NH0F;27/10/2022;11;0,062;R
ES0031408520934026NH0F;27/10/2022;12;0,040;R
ES0031408520934026NH0F;27/10/2022;13;0,029;R
ES0031408520934026NH0F;27/10/2022;14;0,145;R
ES0031408520934026NH0F;27/10/2022;15;0,051;R
ES0031408520934026NH0F;27/10/2022;16;0,066;R
ES0031408520934026NH0F;27/10/2022;17;0,009;R
ES0031408520934026NH0F;27/10/2022;18;0,008;R
ES0031408520934026NH0F;27/10/2022;19;0,007;R
ES0031408520934026NH0F;27/10/2022;20;0,009;R
ES0031408520934026NH0F;27/10/2022;21;0,107;R
ES0031408520934026NH0F;27/10/2022;22;0,099;R
ES0031408520934026NH0F;27/10/2022;23;0,045;R
ES0031408520934026NH0F;27/10/2022;24;0,050;R
ES0031408520934026NH0F;28/10/2022;1;0,024;R
ES0031408520934026NH0F;28/10/2022;2;0,023;R
ES0031408520934026NH0F;28/10/2022;3;0,013;R
ES0031408520934026NH0F;28/10/2022;4;0,012;R
ES0031408520934026NH0F;28/10/2022;5;0,035;R
ES0031408520934026NH0F;28/10/2022;6;0,044;R
ES0031408520934026NH0F;28/10/2022;7;0,038;R
ES0031408520934026NH0F;28/10/2022;8;0,053;R
ES0031408520934026NH0F;28/10/2022;9;0,073;R
ES0031408520934026NH0F;28/10/2022;10;0,111;R
ES0031408520934026NH0F;28/10/2022;11;0,069;R
ES0031408520934026NH0F;28/10/2022;12;0,067;R
ES0031408520934026NH0F;28/10/2022;13;0,042;R
ES0031408520934026NH0F;28/10/2022;14;0,233;R
ES0031408520934026NH0F;28/10/2022;15;0,057;R
ES0031408520934026NH0F;28/10/2022;16;0,045;R
ES0031408520934026NH0F;28/10/2022;17;0,011;R
ES0031408520934026NH0F;28/10/2022;18;0,011;R
ES0031408520934026NH0F;28/10/2022;19;0,011;R
ES0031408520934026NH0F;28/10/2022;20;0,013;R
ES0031408520934026NH0F;28/10/2022;21;0,068;R
ES0031408520934026NH0F;28/10/2022;22;0,195;R
ES0031408520934026NH0F;28/10/2022;23;0,116;R
ES0031408520934026NH0F;28/10/2022;24;0,089;R
ES0031408520934026NH0F;29/10/2022;1;0,012;R
ES0031408520934026NH0F;29/10/2022;2;0,027;R
ES0031408520934026NH0F;29/10/2022;3;0,026;R
ES0031408520934026NH0F;29/10/2022;4;0,034;R
ES0031408520934026NH0F;29/10/2022;5;0,017;R
