cups;fecha;hora;consumo_kWh;metodoObtencion;energiaVertida_kWh
"ES0031406180691001QR0F";"2021/01/11";"10:00";"0,033";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"11:00";"0,033";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"12:00";"0,032";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"13:00";"0,030";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"14:00";"0,031";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"15:00";"0,030";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"16:00";"0,032";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"17:00";"0,032";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"18:00";"0,032";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"19:00";"0,035";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"20:00";"0,034";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"21:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"22:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"23:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/11";"24:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"01:00";"0,035";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"02:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"03:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"04:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"05:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"06:00";"0,032";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"07:00";"0,032";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"08:00";"0,084";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"09:00";"0,087";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"10:00";"0,040";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"11:00";"0,031";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"12:00";"0,032";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"13:00";"0,031";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"14:00";"0,172";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"15:00";"0,033";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"16:00";"0,033";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"17:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"18:00";"0,034";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"19:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"20:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"21:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"22:00";"0,040";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"23:00";"0,039";Real;NULL
"ES0031406180691001QR0F";"2021/01/12";"24:00";"0,039";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"01:00";"0,040";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"02:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"03:00";"0,035";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"04:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"05:00";"0,035";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"06:00";"0,035";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"07:00";"0,035";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"08:00";"0,074";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"09:00";"0,090";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"10:00";"0,040";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"11:00";"0,033";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"12:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"13:00";"0,154";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"14:00";"0,100";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"15:00";"0,032";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"16:00";"0,033";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"17:00";"0,046";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"18:00";"0,034";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"19:00";"0,034";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"20:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"21:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"22:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"23:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/13";"24:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"01:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"02:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"03:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"04:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"05:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"06:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"07:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"08:00";"0,087";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"09:00";"0,090";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"10:00";"0,043";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"11:00";"0,034";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"12:00";"0,034";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"13:00";"0,093";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"14:00";"0,170";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"15:00";"0,033";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"16:00";"0,033";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"17:00";"0,047";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"18:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"19:00";"0,035";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"20:00";"0,036";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"21:00";"0,039";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"22:00";"0,039";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"23:00";"0,037";Real;NULL
"ES0031406180691001QR0F";"2021/01/14";"24:00";"0,039";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"01:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"02:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"03:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"04:00";"0,039";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"05:00";"0,039";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"06:00";"0,040";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"07:00";"0,039";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"08:00";"0,071";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"09:00";"0,115";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"10:00";"0,057";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"11:00";"0,035";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"12:00";"0,034";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"13:00";"0,124";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"14:00";"0,169";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"15:00";"0,032";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"16:00";"0,033";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"17:00";"0,038";Real;NULL
"ES0031406180691001QR0F";"2021/01/15";"18:00";"0,033";Real;NULL
