cups;fecha;hora;consumo_kWh;metodoObtencion;energiaVertida_kWh
ES0553000000001456NC;07/01/2022;16:00;0,104;Estimada;0
ES0553000000001456NC;07/01/2022;17:00;0,104;Estimada;0
ES0553000000001456NC;07/01/2022;18:00;0,167;Estimada;0
ES0553000000001456NC;07/01/2022;19:00;0,224;Estimada;0
ES0553000000001456NC;07/01/2022;20:00;0,219;Estimada;0
ES0553000000001456NC;07/01/2022;21:00;0,19;Estimada;0
ES0553000000001456NC;07/01/2022;22:00;0,173;Estimada;0
ES0553000000001456NC;07/01/2022;23:00;0,171;Estimada;0
ES0553000000001456NC;07/01/2022;24:00:00;0,094;Estimada;0
ES0553000000001456NC;08/01/2022;1:00;1,389;Estimada;0
ES0553000000001456NC;08/01/2022;2:00;0,695;Estimada;0
ES0553000000001456NC;08/01/2022;3:00;0,29;Estimada;0
ES0553000000001456NC;08/01/2022;4:00;0,157;Estimada;0
ES0553000000001456NC;08/01/2022;5:00;0,152;Estimada;0
ES0553000000001456NC;08/01/2022;6:00;0,177;Estimada;0
ES0553000000001456NC;08/01/2022;7:00;0,276;Estimada;0
ES0553000000001456NC;08/01/2022;8:00;0,307;Estimada;0
ES0553000000001456NC;08/01/2022;9:00;0,231;Estimada;0
ES0553000000001456NC;08/01/2022;10:00;0,175;Estimada;0
ES0553000000001456NC;08/01/2022;11:00;0,252;Estimada;0
ES0553000000001456NC;08/01/2022;12:00;0,277;Estimada;0
ES0553000000001456NC;08/01/2022;13:00;0,174;Estimada;0
ES0553000000001456NC;08/01/2022;14:00;0,18;Estimada;0
ES0553000000001456NC;08/01/2022;15:00;0,169;Estimada;0
ES0553000000001456NC;08/01/2022;16:00;0,222;Estimada;0
ES0553000000001456NC;08/01/2022;17:00;0,194;Estimada;0
ES0553000000001456NC;08/01/2022;18:00;0,22;Estimada;0
ES0553000000001456NC;08/01/2022;19:00;0,218;Estimada;0
ES0553000000001456NC;08/01/2022;20:00;0,213;Estimada;0
ES0553000000001456NC;08/01/2022;21:00;0,248;Estimada;0
ES0553000000001456NC;08/01/2022;22:00;0,174;Estimada;0
ES0553000000001456NC;08/01/2022;23:00;0,223;Estimada;0
ES0553000000001456NC;08/01/2022;24:00:00;0,181;Estimada;0
ES0553000000001456NC;09/01/2022;1:00;0,184;Estimada;0
ES0553000000001456NC;09/01/2022;2:00;0,11;Estimada;0
ES0553000000001456NC;09/01/2022;3:00;0,162;Estimada;0
ES0553000000001456NC;09/01/2022;4:00;0,152;Estimada;0
ES0553000000001456NC;09/01/2022;5:00;0,181;Estimada;0
ES0553000000001456NC;09/01/2022;6:00;0,098;Estimada;0
ES0553000000001456NC;09/01/2022;7:00;0,151;Estimada;0
ES0553000000001456NC;09/01/2022;8:00;0,295;Estimada;0
ES0553000000001456NC;09/01/2022;9:00;0,527;Estimada;0
ES0553000000001456NC;09/01/2022;10:00;0,215;Estimada;0
ES0553000000001456NC;09/01/2022;11:00;0,169;Estimada;0
ES0553000000001456NC;09/01/2022;12:00;0,223;Estimada;0
ES0553000000001456NC;09/01/2022;13:00;0,15;Estimada;0
ES0553000000001456NC;09/01/2022;14:00;0,119;Estimada;0
ES0553000000001456NC;09/01/2022;15:00;0,226;Estimada;0
ES0553000000001456NC;09/01/2022;16:00;0,21;Estimada;0
ES0553000000001456NC;09/01/2022;17:00;0,157;Estimada;0
ES0553000000001456NC;09/01/2022;18:00;0,153;Estimada;0
ES0553000000001456NC;09/01/2022;19:00;0,286;Estimada;0
ES0553000000001456NC;09/01/2022;20:00;0,667;Estimada;0
ES0553000000001456NC;09/01/2022;21:00;0,694;Estimada;0
ES0553000000001456NC;09/01/2022;22:00;0,865;Estimada;0
ES0553000000001456NC;09/01/2022;23:00;1,577;Estimada;0
ES0553000000001456NC;09/01/2022;24:00:00;0,943;Estimada;0
ES0553000000001456NC;10/01/2022;1:00;0,32;Estimada;0
ES0553000000001456NC;10/01/2022;2:00;0,225;Estimada;0
ES0553000000001456NC;10/01/2022;3:00;0,114;Estimada;0
ES0553000000001456NC;10/01/2022;4:00;0,164;Estimada;0
ES0553000000001456NC;10/01/2022;5:00;0,105;Estimada;0
ES0553000000001456NC;10/01/2022;6:00;0,145;Estimada;0
ES0553000000001456NC;10/01/2022;7:00;0,089;Estimada;0
ES0553000000001456NC;10/01/2022;8:00;0,158;Estimada;0
ES0553000000001456NC;10/01/2022;9:00;0,177;Estimada;0
ES0553000000001456NC;10/01/2022;10:00;0,174;Estimada;0
ES0553000000001456NC;10/01/2022;11:00;0,164;Estimada;0
ES0553000000001456NC;10/01/2022;12:00;0,164;Estimada;0
ES0553000000001456NC;10/01/2022;13:00;0,168;Estimada;0
ES0553000000001456NC;10/01/2022;14:00;0,171;Estimada;0
ES0553000000001456NC;10/01/2022;15:00;0,178;Estimada;0
ES0553000000001456NC;10/01/2022;16:00;0,167;Estimada;0
ES0553000000001456NC;10/01/2022;17:00;0,168;Estimada;0
ES0553000000001456NC;10/01/2022;18:00;0,173;Estimada;0
ES0553000000001456NC;10/01/2022;19:00;0,258;Estimada;0
ES0553000000001456NC;10/01/2022;20:00;0,232;Estimada;0
ES0553000000001456NC;10/01/2022;21:00;0,211;Estimada;0
ES0553000000001456NC;10/01/2022;22:00;0,271;Estimada;0
ES0553000000001456NC;10/01/2022;23:00;0,203;Estimada;0
ES0553000000001456NC;10/01/2022;24:00:00;0,188;Estimada;0
ES0553000000001456NC;11/01/2022;1:00;0,534;Estimada;0
ES0553000000001456NC;11/01/2022;2:00;0,256;Estimada;0
ES0553000000001456NC;11/01/2022;3:00;0,099;Estimada;0
ES0553000000001456NC;11/01/2022;4:00;0,166;Estimada;0
ES0553000000001456NC;11/01/2022;5:00;0,159;Estimada;0
ES0553000000001456NC;11/01/2022;6:00;0,1;Estimada;0
ES0553000000001456NC;11/01/2022;7:00;0,153;Estimada;0
ES0553000000001456NC;11/01/2022;8:00;0,107;Estimada;0
ES0553000000001456NC;11/01/2022;9:00;0,087;Estimada;0
ES0553000000001456NC;11/01/2022;10:00;0,095;Estimada;0
ES0553000000001456NC;11/01/2022;11:00;0,168;Estimada;0
ES0553000000001456NC;11/01/2022;12:00;0,171;Estimada;0
ES0553000000001456NC;11/01/2022;13:00;0,135;Estimada;0
ES0553000000001456NC;11/01/2022;14:00;0,104;Estimada;0
ES0553000000001456NC;11/01/2022;15:00;0,171;Estimada;0
ES0553000000001456NC;11/01/2022;16:00;0,165;Estimada;0
ES0553000000001456NC;11/01/2022;17:00;0,236;Estimada;0
ES0553000000001456NC;11/01/2022;18:00;0,181;Estimada;0
ES0553000000001456NC;11/01/2022;19:00;0,238;Estimada;0
ES0553000000001456NC;11/01/2022;20:00;0,216;Estimada;0
ES0553000000001456NC;11/01/2022;21:00;0,204;Estimada;0
ES0553000000001456NC;11/01/2022;22:00;0,1;Estimada;0
ES0553000000001456NC;11/01/2022;23:00;0,097;Estimada;0
ES0553000000001456NC;11/01/2022;24:00:00;0,104;Estimada;0
ES0553000000001456NC;12/01/2022;1:00;0,548;Estimada;0
ES0553000000001456NC;12/01/2022;2:00;0,251;Estimada;0
ES0553000000001456NC;12/01/2022;3:00;0,173;Estimada;0
ES0553000000001456NC;12/01/2022;4:00;0,07;Estimada;0
ES0553000000001456NC;12/01/2022;5:00;0,125;Estimada;0
ES0553000000001456NC;12/01/2022;6:00;0,074;Estimada;0
ES0553000000001456NC;12/01/2022;7:00;0,124;Estimada;0
ES0553000000001456NC;12/01/2022;8:00;0,115;Estimada;0
ES0553000000001456NC;12/01/2022;9:00;0,078;Estimada;0
ES0553000000001456NC;12/01/2022;10:00;0,078;Estimada;0
ES0553000000001456NC;12/01/2022;11:00;0,074;Estimada;0
ES0553000000001456NC;12/01/2022;12:00;0,102;Estimada;0
ES0553000000001456NC;12/01/2022;13:00;0,142;Estimada;0
ES0553000000001456NC;12/01/2022;14:00;0,118;Estimada;0
ES0553000000001456NC;12/01/2022;15:00;0,121;Estimada;0
ES0553000000001456NC;12/01/2022;16:00;0,214;Estimada;0
ES0553000000001456NC;12/01/2022;17:00;0,168;Estimada;0
ES0553000000001456NC;12/01/2022;18:00;0,17;Estimada;0
ES0553000000001456NC;12/01/2022;19:00;0,215;Estimada;0
ES0553000000001456NC;12/01/2022;20:00;0,227;Estimada;0
ES0553000000001456NC;12/01/2022;21:00;0,167;Estimada;0
ES0553000000001456NC;12/01/2022;22:00;0,102;Estimada;0
ES0553000000001456NC;12/01/2022;23:00;0,099;Estimada;0
ES0553000000001456NC;12/01/2022;24:00:00;0,102;Estimada;0
ES0553000000001456NC;13/01/2022;1:00;0,675;Estimada;0
ES0553000000001456NC;13/01/2022;2:00;0,311;Estimada;0
ES0553000000001456NC;13/01/2022;3:00;0,162;Estimada;0
ES0553000000001456NC;13/01/2022;4:00;0,101;Estimada;0
ES0553000000001456NC;13/01/2022;5:00;0,135;Estimada;0
ES0553000000001456NC;13/01/2022;6:00;0,075;Estimada;0
ES0553000000001456NC;13/01/2022;7:00;0,12;Estimada;0
ES0553000000001456NC;13/01/2022;8:00;0,203;Estimada;0
ES0553000000001456NC;13/01/2022;9:00;0,105;Estimada;0
ES0553000000001456NC;13/01/2022;10:00;0,141;Estimada;0
ES0553000000001456NC;13/01/2022;11:00;0,094;Estimada;0
ES0553000000001456NC;13/01/2022;12:00;0,119;Estimada;0
ES0553000000001456NC;13/01/2022;13:00;0,168;Estimada;0
ES0553000000001456NC;13/01/2022;14:00;0,242;Estimada;0
ES0553000000001456NC;13/01/2022;15:00;0,178;Estimada;0
ES0553000000001456NC;13/01/2022;16:00;0,168;Estimada;0
ES0553000000001456NC;13/01/2022;17:00;0,172;Estimada;0
ES0553000000001456NC;13/01/2022;18:00;0,176;Estimada;0
ES0553000000001456NC;13/01/2022;19:00;0,222;Estimada;0
ES0553000000001456NC;13/01/2022;20:00;0,223;Estimada;0
ES0553000000001456NC;13/01/2022;21:00;0,21;Estimada;0
ES0553000000001456NC;13/01/2022;22:00;0,151;Estimada;0
ES0553000000001456NC;13/01/2022;23:00;0,102;Estimada;0
ES0553000000001456NC;13/01/2022;24:00:00;0,101;Estimada;0
ES0553000000001456NC;14/01/2022;1:00;1,563;Estimada;0
ES0553000000001456NC;14/01/2022;2:00;0,962;Estimada;0
ES0553000000001456NC;14/01/2022;3:00;0,449;Estimada;0
ES0553000000001456NC;14/01/2022;4:00;0,174;Estimada;0
ES0553000000001456NC;14/01/2022;5:00;0,071;Estimada;0
ES0553000000001456NC;14/01/2022;6:00;0,155;Estimada;0
ES0553000000001456NC;14/01/2022;7:00;0,124;Estimada;0
ES0553000000001456NC;14/01/2022;8:00;0,151;Estimada;0
ES0553000000001456NC;14/01/2022;9:00;0,098;Estimada;0
ES0553000000001456NC;14/01/2022;10:00;0,138;Estimada;0
ES0553000000001456NC;14/01/2022;11:00;0,141;Estimada;0
ES0553000000001456NC;14/01/2022;12:00;0,184;Estimada;0
ES0553000000001456NC;14/01/2022;13:00;0,18;Estimada;0
ES0553000000001456NC;14/01/2022;14:00;0,143;Estimada;0
ES0553000000001456NC;14/01/2022;15:00;0,17;Estimada;0
ES0553000000001456NC;14/01/2022;16:00;0,168;Estimada;0
ES0553000000001456NC;14/01/2022;17:00;0,169;Estimada;0
ES0553000000001456NC;14/01/2022;18:00;0,174;Estimada;0
ES0553000000001456NC;14/01/2022;19:00;0,221;Estimada;0
ES0553000000001456NC;14/01/2022;20:00;0,226;Estimada;0
ES0553000000001456NC;14/01/2022;21:00;0,203;Estimada;0
ES0553000000001456NC;14/01/2022;22:00;0,186;Estimada;0
ES0553000000001456NC;14/01/2022;23:00;0,174;Estimada;0
ES0553000000001456NC;14/01/2022;24:00:00;0,102;Estimada;0
ES0553000000001456NC;15/01/2022;1:00;0,546;Estimada;0
ES0553000000001456NC;15/01/2022;2:00;0,299;Estimada;0
ES0553000000001456NC;15/01/2022;3:00;0,164;Estimada;0
ES0553000000001456NC;15/01/2022;4:00;0,074;Estimada;0
ES0553000000001456NC;15/01/2022;5:00;0,129;Estimada;0
ES0553000000001456NC;15/01/2022;6:00;0,074;Estimada;0
ES0553000000001456NC;15/01/2022;7:00;0,13;Estimada;0
ES0553000000001456NC;15/01/2022;8:00;0,315;Estimada;0
ES0553000000001456NC;15/01/2022;9:00;0,282;Estimada;0
ES0553000000001456NC;15/01/2022;10:00;0,463;Estimada;0
ES0553000000001456NC;15/01/2022;11:00;0,22;Estimada;0
ES0553000000001456NC;15/01/2022;12:00;0,233;Estimada;0
ES0553000000001456NC;15/01/2022;13:00;0,26;Estimada;0
ES0553000000001456NC;15/01/2022;14:00;0,158;Estimada;0
ES0553000000001456NC;15/01/2022;15:00;0,204;Estimada;0
ES0553000000001456NC;15/01/2022;16:00;0,229;Estimada;0
ES0553000000001456NC;15/01/2022;17:00;0,226;Estimada;0
ES0553000000001456NC;15/01/2022;18:00;0,179;Estimada;0
ES0553000000001456NC;15/01/2022;19:00;0,296;Estimada;0
ES0553000000001456NC;15/01/2022;20:00;0,278;Estimada;0
ES0553000000001456NC;15/01/2022;21:00;0,198;Estimada;0
ES0553000000001456NC;15/01/2022;22:00;0,238;Estimada;0
ES0553000000001456NC;15/01/2022;23:00;0,187;Estimada;0
ES0553000000001456NC;15/01/2022;24:00:00;0,297;Estimada;0
ES0553000000001456NC;16/01/2022;1:00;0,161;Estimada;0
ES0553000000001456NC;16/01/2022;2:00;0,101;Estimada;0
ES0553000000001456NC;16/01/2022;3:00;0,091;Estimada;0
ES0553000000001456NC;16/01/2022;4:00;0,158;Estimada;0
ES0553000000001456NC;16/01/2022;5:00;0,103;Estimada;0
ES0553000000001456NC;16/01/2022;6:00;0,156;Estimada;0
ES0553000000001456NC;16/01/2022;7:00;0,278;Estimada;0
ES0553000000001456NC;16/01/2022;8:00;0,223;Estimada;0
ES0553000000001456NC;16/01/2022;9:00;0,217;Estimada;0
ES0553000000001456NC;16/01/2022;10:00;0,347;Estimada;0
ES0553000000001456NC;16/01/2022;11:00;0,267;Estimada;0
ES0553000000001456NC;16/01/2022;12:00;0,205;Estimada;0
ES0553000000001456NC;16/01/2022;13:00;0,168;Estimada;0
ES0553000000001456NC;16/01/2022;14:00;0,112;Estimada;0
ES0553000000001456NC;16/01/2022;15:00;0,185;Estimada;0
ES0553000000001456NC;16/01/2022;16:00;0,162;Estimada;0
ES0553000000001456NC;16/01/2022;17:00;0,134;Estimada;0
ES0553000000001456NC;16/01/2022;18:00;0,168;Estimada;0
ES0553000000001456NC;16/01/2022;19:00;0,355;Estimada;0
ES0553000000001456NC;16/01/2022;20:00;0,401;Estimada;0
ES0553000000001456NC;16/01/2022;21:00;0,208;Estimada;0
ES0553000000001456NC;16/01/2022;22:00;0,226;Estimada;0
ES0553000000001456NC;16/01/2022;23:00;0,149;Estimada;0
ES0553000000001456NC;16/01/2022;24:00:00;0,2;Estimada;0
ES0553000000001456NC;17/01/2022;1:00;0,114;Estimada;0
ES0553000000001456NC;17/01/2022;2:00;0,117;Estimada;0
ES0553000000001456NC;17/01/2022;3:00;0,116;Estimada;0
ES0553000000001456NC;17/01/2022;4:00;0,178;Estimada;0
ES0553000000001456NC;17/01/2022;5:00;0,091;Estimada;0
ES0553000000001456NC;17/01/2022;6:00;0,127;Estimada;0
ES0553000000001456NC;17/01/2022;7:00;0,126;Estimada;0
ES0553000000001456NC;17/01/2022;8:00;0,079;Estimada;0
ES0553000000001456NC;17/01/2022;9:00;0,103;Estimada;0
ES0553000000001456NC;17/01/2022;10:00;0,14;Estimada;0
ES0553000000001456NC;17/01/2022;11:00;0,145;Estimada;0
ES0553000000001456NC;17/01/2022;12:00;0,162;Estimada;0
ES0553000000001456NC;17/01/2022;13:00;0,163;Estimada;0
ES0553000000001456NC;17/01/2022;14:00;0,175;Estimada;0
ES0553000000001456NC;17/01/2022;15:00;0,177;Estimada;0
ES0553000000001456NC;17/01/2022;16:00;0,164;Estimada;0
ES0553000000001456NC;17/01/2022;17:00;0,178;Estimada;0
ES0553000000001456NC;17/01/2022;18:00;0,177;Estimada;0
ES0553000000001456NC;17/01/2022;19:00;0,222;Estimada;0
ES0553000000001456NC;17/01/2022;20:00;0,242;Estimada;0
ES0553000000001456NC;17/01/2022;21:00;0,218;Estimada;0
ES0553000000001456NC;17/01/2022;22:00;0,173;Estimada;0
ES0553000000001456NC;17/01/2022;23:00;0,191;Estimada;0
ES0553000000001456NC;17/01/2022;24:00:00;0,104;Estimada;0
ES0553000000001456NC;18/01/2022;1:00;0,917;Estimada;0
ES0553000000001456NC;18/01/2022;2:00;0,359;Estimada;0
ES0553000000001456NC;18/01/2022;3:00;0,125;Estimada;0
ES0553000000001456NC;18/01/2022;4:00;0,126;Estimada;0
ES0553000000001456NC;18/01/2022;5:00;0,072;Estimada;0
ES0553000000001456NC;18/01/2022;6:00;0,12;Estimada;0
ES0553000000001456NC;18/01/2022;7:00;0,362;Estimada;0
ES0553000000001456NC;18/01/2022;8:00;0,144;Estimada;0
ES0553000000001456NC;18/01/2022;9:00;0,084;Estimada;0
ES0553000000001456NC;18/01/2022;10:00;0,089;Estimada;0
ES0553000000001456NC;18/01/2022;11:00;0,136;Estimada;0
ES0553000000001456NC;18/01/2022;12:00;0,071;Estimada;0
