cups;fecha;hora;consumo_kWh;metodoObtencion;energiaVertida_kWh
ES0553000000001456NC;16/07/2022;7:00;0,086;Estimada;0
ES0553000000001456NC;16/07/2022;8:00;0,088;Estimada;0
ES0553000000001456NC;16/07/2022;9:00;0,087;Estimada;0
ES0553000000001456NC;16/07/2022;10:00;0,087;Estimada;0
ES0553000000001456NC;16/07/2022;11:00;0,155;Estimada;0
ES0553000000001456NC;16/07/2022;12:00;0,175;Estimada;0
ES0553000000001456NC;16/07/2022;13:00;0,496;Estimada;0
ES0553000000001456NC;16/07/2022;14:00;0,168;Estimada;0
ES0553000000001456NC;16/07/2022;15:00;0,164;Estimada;0
ES0553000000001456NC;16/07/2022;16:00;0,115;Estimada;0
ES0553000000001456NC;16/07/2022;17:00;0,114;Estimada;0
ES0553000000001456NC;16/07/2022;18:00;0,114;Estimada;0
ES0553000000001456NC;16/07/2022;19:00;0,137;Estimada;0
ES0553000000001456NC;16/07/2022;20:00;0,175;Estimada;0
ES0553000000001456NC;16/07/2022;21:00;0,119;Estimada;0
ES0553000000001456NC;16/07/2022;22:00;0,123;Estimada;0
ES0553000000001456NC;16/07/2022;23:00;0,289;Estimada;0
ES0553000000001456NC;16/07/2022;24:00:00;0,615;Estimada;0
ES0553000000001456NC;17/07/2022;1:00;0,199;Estimada;0
ES0553000000001456NC;17/07/2022;2:00;0,134;Estimada;0
ES0553000000001456NC;17/07/2022;3:00;0,131;Estimada;0
ES0553000000001456NC;17/07/2022;4:00;0,13;Estimada;0
ES0553000000001456NC;17/07/2022;5:00;0,132;Estimada;0
ES0553000000001456NC;17/07/2022;6:00;0,169;Estimada;0
ES0553000000001456NC;17/07/2022;7:00;0,103;Estimada;0
ES0553000000001456NC;17/07/2022;8:00;0,086;Estimada;0
ES0553000000001456NC;17/07/2022;9:00;0,104;Estimada;0
ES0553000000001456NC;17/07/2022;10:00;0,172;Estimada;0
ES0553000000001456NC;17/07/2022;11:00;0,18;Estimada;0
ES0553000000001456NC;17/07/2022;12:00;0,273;Estimada;0
ES0553000000001456NC;17/07/2022;13:00;0,398;Estimada;0
ES0553000000001456NC;17/07/2022;14:00;0,122;Estimada;0
ES0553000000001456NC;17/07/2022;15:00;0,116;Estimada;0
ES0553000000001456NC;17/07/2022;16:00;0,111;Estimada;0
ES0553000000001456NC;17/07/2022;17:00;0,111;Estimada;0
ES0553000000001456NC;17/07/2022;18:00;0,114;Estimada;0
ES0553000000001456NC;17/07/2022;19:00;0,114;Estimada;0
ES0553000000001456NC;17/07/2022;20:00;0,114;Estimada;0
ES0553000000001456NC;17/07/2022;21:00;0,114;Estimada;0
ES0553000000001456NC;17/07/2022;22:00;0,165;Estimada;0
ES0553000000001456NC;17/07/2022;23:00;0,364;Estimada;0
ES0553000000001456NC;17/07/2022;24:00:00;0,482;Estimada;0
ES0553000000001456NC;18/07/2022;1:00;0,274;Estimada;0
ES0553000000001456NC;18/07/2022;2:00;0,135;Estimada;0
ES0553000000001456NC;18/07/2022;3:00;0,131;Estimada;0
ES0553000000001456NC;18/07/2022;4:00;0,132;Estimada;0
ES0553000000001456NC;18/07/2022;5:00;0,123;Estimada;0
ES0553000000001456NC;18/07/2022;6:00;0,096;Estimada;0
ES0553000000001456NC;18/07/2022;7:00;0,085;Estimada;0
ES0553000000001456NC;18/07/2022;8:00;0,085;Estimada;0
